"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"96","sdam_impact_score_lessthan100km","func_rich",-0.00108515366054262,0.00109306273939864,-0.00383345235091804,0.00175750283419649,-0.00321815015662193,0.00105625187658076,-0.0028727396678552,0.000737548132768865,-0.00247402485329979,0.000320484812859673
"97","Intercept","func_even",-0.00199576747984832,0.00178115376690075,-0.0068649734659752,0.00267085106375006,-0.00555857179113399,0.00151689270532999,-0.00493354119132111,0.000875018227776525,-0.00426526182168455,0.000225139795094702
"98","sppt_Est","func_even",-0.000105388936607272,0.000271959784044482,-0.000785444957720903,0.000595934254905311,-0.000631325981851248,0.000427535030164811,-0.000548423220828469,0.000347082154081862,-0.00045541193843584,0.000243525051122725
"99","stmax_Est","func_even",-0.000195227536740802,0.000283480050194007,-0.000900963636750596,0.00053394203269218,-0.000756399003285452,0.000352101159001799,-0.000668352431395274,0.000264028700858194,-0.000561267091636936,0.000173634641098352
"100","sppt_mm_12moPrior","func_even",-2.14281829881626e-05,0.000467050070487988,-0.0012086272063666,0.00116117716282233,-0.000949632952070546,0.000880133421975367,-0.000791868359138055,0.0007407290824876,-0.000616804282104942,0.000575573344438392
"101","stmax_C_12moPrior","func_even",-0.00107099385069782,0.000646210497340417,-0.00280528217340352,0.000520191794355094,-0.00235581609938884,0.000172681860028228,-0.00214140879805588,-2.32919817800131e-05,-0.0019017292419166,-0.000235522355878947
"102","sstrahler_streamOrder","func_even",0.000374516412742146,0.000263197572552645,-0.000284241607254652,0.00104582613320249,-0.000146564628489354,0.000886630757015269,-6.47912287584867e-05,0.00080634029951198,3.26733181055977e-05,0.000709645441806018
"103","saccumulation_atPoint","func_even",-0.000290216309379511,0.000237982141088706,-0.00089374024334329,0.000346962802715532,-0.00075284060741178,0.000178522845660567,-0.000676254510488512,9.72979274652539e-05,-0.000591485785420164,1.28865858117912e-05
"104","selevation_atPoint","func_even",-0.000544298493823822,0.000379822577288523,-0.00150394472107813,0.000434611138806111,-0.00127670419687312,0.000211166851296541,-0.00116321353215967,8.03200882820486e-05,-0.00103389666090562,-5.91725752483918e-05
"105","sslope_mean","func_even",0.000238303109086068,0.000302407583365513,-0.000559189717090391,0.00101243104576001,-0.000353031193875385,0.000826377761967011,-0.000260340631741174,0.000733569324393566,-0.000146826696606665,0.000628746552941297
"106","surban_meanPerc_upstr","func_even",0.000174076526708746,0.000244361231187695,-0.000453888926903415,0.000808100382061534,-0.000305371136732134,0.000657880399765889,-0.000232533295106324,0.00057707930767249,-0.000137645824962147,0.000484737091976425
"107","scrop_meanPerc_upstr","func_even",0.000113811927025033,0.0003392960360158,-0.000758587519502843,0.00101726100231426,-0.000545544207366694,0.000783201888221921,-0.000441663916797619,0.00067533497134479,-0.000319833233443102,0.000544240957560826
"108","sdam_impact_score_lessthan100km","func_even",0.000148948885852763,0.000227991299160246,-0.000424483862177034,0.000747408925508718,-0.000296284190734505,0.000593991816218818,-0.000222695504880681,0.000526180258448161,-0.000142325405836585,0.000437993397120608
"109","Intercept","func_diverg",0.00677686489609674,0.00398182806724643,-0.00553372045941064,0.0174132152027719,-0.00138738774871378,0.0144145748613261,0.000104907914594815,0.0130969679984919,0.00181278378423763,0.0115507777853051
"110","sppt_Est","func_diverg",-0.00149828299992618,0.0015145476163284,-0.0054228339297621,0.00232441005093753,-0.00447510699648357,0.00146905940467283,-0.00399289680390077,0.00098950137242576,-0.00344199134321718,0.000425903591731355
"111","stmax_Est","func_diverg",0.00243406054243369,0.00152224576330482,-0.00142897934221285,0.00643660864830309,-0.000587726653299777,0.00539542573323163,-0.000118898424636363,0.00491801757355832,0.000480628628801202,0.00437125419468956
