"","site","startyear","count.i"
"20327",103000573,2008,10
"20328",103000573,2009,10
"20329",103000573,2010,10
"20330",103000573,2011,9
"20331",103000573,2012,8
"20332",103000573,2013,7
"20333",103000573,2014,6
"20357",103000574,1989,6
"20358",103000574,1990,7
"20359",103000574,1991,8
"20360",103000574,1992,9
"20361",103000574,1993,10
"20362",103000574,1994,10
"20363",103000574,1995,10
"20364",103000574,1996,10
"20365",103000574,1997,10
"20366",103000574,1998,10
"20367",103000574,1999,10
"20368",103000574,2000,10
"20369",103000574,2001,10
"20370",103000574,2002,10
"20371",103000574,2003,10
"20372",103000574,2004,10
"20373",103000574,2005,10
"20374",103000574,2006,10
"20375",103000574,2007,10
"20376",103000574,2008,10
"20377",103000574,2009,10
"20378",103000574,2010,10
"20379",103000574,2011,9
"20380",103000574,2012,8
"20381",103000574,2013,7
"20382",103000574,2014,6
"20415",103000575,1998,6
"20416",103000575,1999,7
"20417",103000575,2000,7
"20418",103000575,2001,8
"20419",103000575,2002,9
"20420",103000575,2003,9
"20421",103000575,2004,9
"20422",103000575,2005,9
"20423",103000575,2006,9
"20424",103000575,2007,9
"20425",103000575,2008,9
"20426",103000575,2009,9
"20427",103000575,2010,10
"20428",103000575,2011,9
"20429",103000575,2012,8
"20430",103000575,2013,7
"20431",103000575,2014,6
"20467",103000576,2001,6
"20468",103000576,2002,7
"20469",103000576,2003,7
"20470",103000576,2004,7
"20471",103000576,2005,8
"20472",103000576,2006,9
"20473",103000576,2007,10
"20474",103000576,2008,10
"20475",103000576,2009,10
"20476",103000576,2010,10
"20477",103000576,2011,9
"20478",103000576,2012,8
"20479",103000576,2013,7
"20480",103000576,2014,6
"20510",103000577,1995,6
"20511",103000577,1996,7
"20512",103000577,1997,8
"20513",103000577,1998,8
"20514",103000577,1999,8
"20515",103000577,2000,8
"20516",103000577,2001,9
"20517",103000577,2002,10
"20518",103000577,2003,10
"20519",103000577,2004,10
"20520",103000577,2005,10
"20521",103000577,2006,10
"20522",103000577,2007,10
"20523",103000577,2008,10
"20524",103000577,2009,10
"20525",103000577,2010,10
"20526",103000577,2011,9
"20527",103000577,2012,8
"20528",103000577,2013,7
"20529",103000577,2014,6
"20554",103000578,1990,6
"20555",103000578,1991,7
"20556",103000578,1992,8
"20557",103000578,1993,9
"20558",103000578,1994,10
"20559",103000578,1995,10
"20560",103000578,1996,10
"20561",103000578,1997,10
"20562",103000578,1998,10
"20563",103000578,1999,10
"20564",103000578,2000,10
"20565",103000578,2001,10
"20566",103000578,2002,10
"20567",103000578,2003,10
"20568",103000578,2004,10
"20569",103000578,2005,10
"20570",103000578,2006,10
"20571",103000578,2007,10
"20572",103000578,2008,10
"20573",103000578,2009,10
"20574",103000578,2010,10
"20575",103000578,2011,9
"20576",103000578,2012,8
"20577",103000578,2013,7
"20578",103000578,2014,6
"20616",103000579,2003,6
"20617",103000579,2004,7
"20618",103000579,2005,8
"20619",103000579,2006,9
"20620",103000579,2007,10
"20621",103000579,2008,10
"20622",103000579,2009,10
"20623",103000579,2010,10
"20624",103000579,2011,9
"20625",103000579,2012,8
"20626",103000579,2013,7
"20627",103000579,2014,6
"20651",103000580,1989,6
"20652",103000580,1990,7
"20653",103000580,1991,8
"20654",103000580,1992,9
"20655",103000580,1993,10
"20656",103000580,1994,10
"20657",103000580,1995,10
"20658",103000580,1996,10
"20659",103000580,1997,10
"20660",103000580,1998,10
"20661",103000580,1999,10
"20662",103000580,2000,10
"20663",103000580,2001,10
"20664",103000580,2002,10
"20665",103000580,2003,10
"20666",103000580,2004,10
"20667",103000580,2005,10
"20668",103000580,2006,10
"20669",103000580,2007,10
"20670",103000580,2008,10
"20671",103000580,2009,10
"20672",103000580,2010,10
"20673",103000580,2011,9
"20674",103000580,2012,8
"20675",103000580,2013,7
"20676",103000580,2014,6
"20714",103000581,2003,6
"20715",103000581,2004,7
"20716",103000581,2005,8
"20717",103000581,2006,9
"20718",103000581,2007,10
"20719",103000581,2008,10
"20720",103000581,2009,10
"20721",103000581,2010,10
"20722",103000581,2011,9
"20723",103000581,2012,8
"20724",103000581,2013,7
"20725",103000581,2014,6
"20756",103000582,1996,6
"20757",103000582,1997,7
"20758",103000582,1998,8
"20759",103000582,1999,9
"20760",103000582,2000,10
"20761",103000582,2001,10
"20762",103000582,2002,10
"20763",103000582,2003,10
"20764",103000582,2004,10
"20765",103000582,2005,10
"20766",103000582,2006,10
"20767",103000582,2007,10
"20768",103000582,2008,10
"20769",103000582,2009,10
"20770",103000582,2010,10
"20771",103000582,2011,9
"20772",103000582,2012,8
"20773",103000582,2013,7
"20774",103000582,2014,6
"20799",103000583,1990,6
"20800",103000583,1991,7
"20801",103000583,1992,8
"20802",103000583,1993,9
"20803",103000583,1994,10
"20804",103000583,1995,10
"20805",103000583,1996,10
"20806",103000583,1997,10
"20807",103000583,1998,10
"20808",103000583,1999,10
"20809",103000583,2000,10
"20810",103000583,2001,10
"20811",103000583,2002,10
"20812",103000583,2003,10
"20813",103000583,2004,10
"20814",103000583,2005,10
"20815",103000583,2006,10
"20816",103000583,2007,10
"20817",103000583,2008,10
"20818",103000583,2009,10
"20819",103000583,2010,10
"20820",103000583,2011,9
"20821",103000583,2012,8
"20822",103000583,2013,7
"20823",103000583,2014,6
"20861",103000584,2003,6
"20862",103000584,2004,7
"20863",103000584,2005,8
"20864",103000584,2006,9
"20865",103000584,2007,10
"20866",103000584,2008,10
"20867",103000584,2009,10
"20868",103000584,2010,10
"20869",103000584,2011,9
"20870",103000584,2012,8
"20871",103000584,2013,7
"20872",103000584,2014,6
"20910",103000585,2003,6
"20911",103000585,2004,7
"20912",103000585,2005,8
"20913",103000585,2006,9
"20914",103000585,2007,10
"20915",103000585,2008,10
"20916",103000585,2009,10
"20917",103000585,2010,10
"20918",103000585,2011,9
"20919",103000585,2012,8
"20920",103000585,2013,7
"20921",103000585,2014,6
"20959",103000586,2003,6
"20960",103000586,2004,7
"20961",103000586,2005,8
"20962",103000586,2006,9
"20963",103000586,2007,10
"20964",103000586,2008,10
"20965",103000586,2009,10
"20966",103000586,2010,10
"20967",103000586,2011,9
"20968",103000586,2012,8
"20969",103000586,2013,7
"20970",103000586,2014,6
"21008",103000587,2003,6
"21009",103000587,2004,7
"21010",103000587,2005,8
"21011",103000587,2006,9
"21012",103000587,2007,10
"21013",103000587,2008,10
"21014",103000587,2009,10
"21015",103000587,2010,10
"21016",103000587,2011,9
"21017",103000587,2012,8
"21018",103000587,2013,7
"21019",103000587,2014,6
"21047",103000588,1993,6
"21048",103000588,1994,7
"21049",103000588,1995,8
"21050",103000588,1996,9
"21051",103000588,1997,10
"21052",103000588,1998,10
"21053",103000588,1999,10
"21054",103000588,2000,10
"21055",103000588,2001,10
"21056",103000588,2002,10
"21057",103000588,2003,10
"21058",103000588,2004,10
"21059",103000588,2005,10
"21060",103000588,2006,10
"21061",103000588,2007,10
"21062",103000588,2008,10
"21063",103000588,2009,10
"21064",103000588,2010,10
"21065",103000588,2011,9
"21066",103000588,2012,8
"21067",103000588,2013,7
"21068",103000588,2014,6
"21106",103000589,2003,6
"21107",103000589,2004,7
"21108",103000589,2005,8
"21109",103000589,2006,9
"21110",103000589,2007,10
"21111",103000589,2008,10
"21112",103000589,2009,10
"21113",103000589,2010,10
"21114",103000589,2011,9
"21115",103000589,2012,8
"21116",103000589,2013,7
"21117",103000589,2014,6
"21149",103000590,1997,6
"21150",103000590,1998,6
"21151",103000590,1999,6
"21204",103000591,2003,6
"21205",103000591,2004,7
"21206",103000591,2005,8
"21207",103000591,2006,9
"21208",103000591,2007,10
"21209",103000591,2008,10
"21210",103000591,2009,10
"21211",103000591,2010,10
"21212",103000591,2011,9
"21213",103000591,2012,8
"21214",103000591,2013,7
"21215",103000591,2014,6
"21302",103000593,2003,6
"21303",103000593,2004,7
"21304",103000593,2005,8
"21305",103000593,2006,9
"21306",103000593,2007,10
"21307",103000593,2008,10
"21308",103000593,2009,10
"21309",103000593,2010,10
"21310",103000593,2011,9
"21311",103000593,2012,8
"21312",103000593,2013,7
"21313",103000593,2014,6
"21341",103000594,1993,6
"21342",103000594,1994,7
"21343",103000594,1995,8
"21344",103000594,1996,9
"21345",103000594,1997,10
"21346",103000594,1998,10
"21347",103000594,1999,10
"21348",103000594,2000,10
"21349",103000594,2001,10
"21350",103000594,2002,10
"21351",103000594,2003,9
"21352",103000594,2004,9
"21353",103000594,2005,8
"21354",103000594,2006,7
"21355",103000594,2007,6
"21400",103000595,2003,6
"21401",103000595,2004,7
"21402",103000595,2005,8
"21403",103000595,2006,9
"21404",103000595,2007,10
"21405",103000595,2008,10
"21406",103000595,2009,10
"21407",103000595,2010,10
"21408",103000595,2011,9
"21409",103000595,2012,8
"21410",103000595,2013,7
"21411",103000595,2014,6
"21444",103000596,1998,6
"21445",103000596,1999,7
"21446",103000596,2000,8
"21447",103000596,2001,9
"21448",103000596,2002,9
"21449",103000596,2003,9
"21450",103000596,2004,9
"21451",103000596,2005,9
"21452",103000596,2006,9
"21453",103000596,2007,9
"21454",103000596,2008,8
"21455",103000596,2009,8
"21456",103000596,2010,8
"21457",103000596,2011,7
"21458",103000596,2012,7
"21459",103000596,2013,6
"21484",103000597,1989,6
"21485",103000597,1990,7
"21486",103000597,1991,8
"21487",103000597,1992,9
"21488",103000597,1993,10
"21489",103000597,1994,10
"21490",103000597,1995,10
"21491",103000597,1996,10
"21492",103000597,1997,10
"21493",103000597,1998,10
"21494",103000597,1999,10
"21495",103000597,2000,10
"21496",103000597,2001,10
"21497",103000597,2002,10
"21498",103000597,2003,10
"21499",103000597,2004,10
"21500",103000597,2005,10
"21501",103000597,2006,10
"21502",103000597,2007,10
"21503",103000597,2008,10
"21504",103000597,2009,10
"21505",103000597,2010,10
"21506",103000597,2011,9
"21507",103000597,2012,8
"21508",103000597,2013,7
"21509",103000597,2014,6
"21546",103000598,2002,6
"21547",103000598,2003,7
"21548",103000598,2004,7
"21549",103000598,2005,8
"21550",103000598,2006,9
"21551",103000598,2007,10
"21552",103000598,2008,10
"21553",103000598,2009,10
"21554",103000598,2010,10
"21555",103000598,2011,9
"21556",103000598,2012,8
"21557",103000598,2013,7
"21558",103000598,2014,6
"21596",103000599,2003,6
"21597",103000599,2004,7
"21598",103000599,2005,8
"21599",103000599,2006,9
"21600",103000599,2007,10
"21601",103000599,2008,10
"21602",103000599,2009,10
"21603",103000599,2010,10
"21604",103000599,2011,9
"21605",103000599,2012,8
"21606",103000599,2013,7
"21607",103000599,2014,6
"21641",103000600,1999,6
"21642",103000600,2000,7
"21643",103000600,2001,8
"21644",103000600,2002,9
"21645",103000600,2003,10
"21646",103000600,2004,10
"21647",103000600,2005,10
"21648",103000600,2006,10
"21649",103000600,2007,10
"21650",103000600,2008,10
"21651",103000600,2009,10
"21652",103000600,2010,10
"21653",103000600,2011,9
"21654",103000600,2012,8
"21655",103000600,2013,7
"21656",103000600,2014,6
"21684",103000601,1993,6
"21685",103000601,1994,7
"21686",103000601,1995,8
"21687",103000601,1996,9
"21688",103000601,1997,10
"21689",103000601,1998,9
"21690",103000601,1999,8
"21691",103000601,2000,7
"21692",103000601,2001,6
"21729",103000602,1989,6
"21730",103000602,1990,7
"21731",103000602,1991,8
"21732",103000602,1992,9
"21733",103000602,1993,10
"21734",103000602,1994,10
"21735",103000602,1995,10
"21736",103000602,1996,10
"21737",103000602,1997,10
"21738",103000602,1998,9
"21739",103000602,1999,8
"21740",103000602,2000,7
"21741",103000602,2001,6
"21749",103000602,2009,6
"21750",103000602,2010,7
"21751",103000602,2011,7
"21752",103000602,2012,7
"21753",103000602,2013,7
"21754",103000602,2014,6
"21785",103000603,1996,6
"21786",103000603,1997,7
"21787",103000603,1998,7
"21788",103000603,1999,7
"21789",103000603,2000,7
"21790",103000603,2001,6
"21798",103000603,2009,6
"21799",103000603,2010,6
"21800",103000603,2011,6
"21801",103000603,2012,6
"21841",103000604,2003,6
"21842",103000604,2004,7
"21843",103000604,2005,8
"21844",103000604,2006,9
"21845",103000604,2007,10
"21846",103000604,2008,10
"21847",103000604,2009,10
"21848",103000604,2010,10
"21849",103000604,2011,9
"21850",103000604,2012,8
"21851",103000604,2013,7
"21852",103000604,2014,6
"21876",103000605,1989,6
"21877",103000605,1990,7
"21878",103000605,1991,7
"21879",103000605,1992,7
"21880",103000605,1993,8
"21881",103000605,1994,8
"21882",103000605,1995,8
"21883",103000605,1996,8
"21884",103000605,1997,8
"21885",103000605,1998,8
"21886",103000605,1999,8
"21887",103000605,2000,8
"21888",103000605,2001,9
"21889",103000605,2002,10
"21890",103000605,2003,10
"21891",103000605,2004,10
"21892",103000605,2005,10
"21893",103000605,2006,9
"21894",103000605,2007,9
"21895",103000605,2008,9
"21896",103000605,2009,9
"21897",103000605,2010,9
"21898",103000605,2011,8
"21899",103000605,2012,7
"21900",103000605,2013,6
"21939",103000606,2003,6
"21940",103000606,2004,7
"21941",103000606,2005,8
"21942",103000606,2006,9
"21943",103000606,2007,10
"21944",103000606,2008,10
"21945",103000606,2009,10
"21946",103000606,2010,10
"21947",103000606,2011,9
"21948",103000606,2012,8
"21949",103000606,2013,7
"21950",103000606,2014,6
"21974",103000607,1989,6
"21975",103000607,1990,7
"21976",103000607,1991,7
"21977",103000607,1992,7
"21978",103000607,1993,8
"21979",103000607,1994,8
"21980",103000607,1995,8
"21981",103000607,1996,8
"21982",103000607,1997,8
"21983",103000607,1998,7
"21984",103000607,1999,6
"22037",103000608,2003,6
"22038",103000608,2004,7
"22039",103000608,2005,8
"22040",103000608,2006,9
"22041",103000608,2007,10
"22042",103000608,2008,10
"22043",103000608,2009,10
"22044",103000608,2010,10
"22045",103000608,2011,9
"22046",103000608,2012,8
"22047",103000608,2013,7
"22048",103000608,2014,6
"22080",103000609,1997,6
"22081",103000609,1998,7
"22082",103000609,1999,8
"22083",103000609,2000,8
"22084",103000609,2001,9
"22085",103000609,2002,10
"22086",103000609,2003,10
"22087",103000609,2004,10
"22088",103000609,2005,10
"22089",103000609,2006,10
"22090",103000609,2007,10
"22091",103000609,2008,10
"22092",103000609,2009,10
"22093",103000609,2010,10
"22094",103000609,2011,9
"22095",103000609,2012,8
"22096",103000609,2013,7
"22097",103000609,2014,6
"22130",103000610,1998,6
"22131",103000610,1999,7
"22132",103000610,2000,8
"22133",103000610,2001,9
"22134",103000610,2002,10
"22135",103000610,2003,10
"22136",103000610,2004,10
"22137",103000610,2005,10
"22138",103000610,2006,10
"22139",103000610,2007,10
"22140",103000610,2008,10
"22141",103000610,2009,10
"22142",103000610,2010,10
"22143",103000610,2011,9
"22144",103000610,2012,8
"22145",103000610,2013,7
"22146",103000610,2014,6
"22170",103000611,1989,6
"22171",103000611,1990,7
"22172",103000611,1991,8
"22173",103000611,1992,9
"22174",103000611,1993,10
"22175",103000611,1994,10
"22176",103000611,1995,10
"22177",103000611,1996,10
"22178",103000611,1997,10
"22179",103000611,1998,10
"22180",103000611,1999,10
"22181",103000611,2000,10
"22182",103000611,2001,10
"22183",103000611,2002,10
"22184",103000611,2003,10
"22185",103000611,2004,10
"22186",103000611,2005,10
"22187",103000611,2006,10
"22188",103000611,2007,10
"22189",103000611,2008,10
"22190",103000611,2009,10
"22191",103000611,2010,10
"22192",103000611,2011,9
"22193",103000611,2012,8
"22194",103000611,2013,7
"22195",103000611,2014,6
"22229",103000612,1999,6
"22230",103000612,2000,7
"22231",103000612,2001,8
"22232",103000612,2002,9
"22233",103000612,2003,10
"22234",103000612,2004,10
"22235",103000612,2005,10
"22236",103000612,2006,10
"22237",103000612,2007,10
"22238",103000612,2008,10
"22239",103000612,2009,10
"22240",103000612,2010,10
"22241",103000612,2011,9
"22242",103000612,2012,8
"22243",103000612,2013,7
"22244",103000612,2014,6
"22268",103000613,1989,6
"22269",103000613,1990,7
"22270",103000613,1991,8
"22271",103000613,1992,9
"22272",103000613,1993,10
"22273",103000613,1994,10
"22274",103000613,1995,10
"22275",103000613,1996,10
"22276",103000613,1997,10
"22277",103000613,1998,10
"22278",103000613,1999,10
"22279",103000613,2000,10
"22280",103000613,2001,10
"22281",103000613,2002,10
"22282",103000613,2003,10
"22283",103000613,2004,10
"22284",103000613,2005,10
"22285",103000613,2006,10
"22286",103000613,2007,10
"22287",103000613,2008,10
"22288",103000613,2009,10
"22289",103000613,2010,10
"22290",103000613,2011,9
"22291",103000613,2012,8
"22292",103000613,2013,7
"22293",103000613,2014,6
"22328",103000614,2000,6
"22329",103000614,2001,7
"22330",103000614,2002,8
"22331",103000614,2003,9
"22332",103000614,2004,10
"22333",103000614,2005,10
"22334",103000614,2006,10
"22335",103000614,2007,10
"22336",103000614,2008,10
"22337",103000614,2009,10
"22338",103000614,2010,10
"22339",103000614,2011,9
"22340",103000614,2012,8
"22341",103000614,2013,7
"22342",103000614,2014,6
"22366",103000615,1989,6
"22367",103000615,1990,7
"22368",103000615,1991,8
"22369",103000615,1992,9
"22370",103000615,1993,10
"22371",103000615,1994,10
"22372",103000615,1995,10
"22373",103000615,1996,10
"22374",103000615,1997,10
"22375",103000615,1998,10
"22376",103000615,1999,10
"22377",103000615,2000,10
"22378",103000615,2001,10
"22379",103000615,2002,10
"22380",103000615,2003,10
"22381",103000615,2004,10
"22382",103000615,2005,10
"22383",103000615,2006,10
"22384",103000615,2007,10
"22385",103000615,2008,10
"22386",103000615,2009,10
"22387",103000615,2010,10
"22388",103000615,2011,9
"22389",103000615,2012,8
"22390",103000615,2013,7
"22391",103000615,2014,6
"22429",103000616,2003,6
"22430",103000616,2004,7
"22431",103000616,2005,8
"22432",103000616,2006,9
"22433",103000616,2007,10
"22434",103000616,2008,10
"22435",103000616,2009,10
"22436",103000616,2010,10
"22437",103000616,2011,9
"22438",103000616,2012,8
"22439",103000616,2013,7
"22440",103000616,2014,6
"22482",103000617,2007,6
"22483",103000617,2008,6
"22484",103000617,2009,7
"22485",103000617,2010,7
"22486",103000617,2011,7
"22487",103000617,2012,7
"22488",103000617,2013,6
"22527",103000618,2003,6
"22528",103000618,2004,7
"22529",103000618,2005,8
"22530",103000618,2006,9
"22531",103000618,2007,10
"22532",103000618,2008,10
"22533",103000618,2009,10
"22534",103000618,2010,10
"22535",103000618,2011,9
"22536",103000618,2012,8
"22537",103000618,2013,7
"22538",103000618,2014,6
"22572",103000619,1999,6
"22573",103000619,2000,7
"22574",103000619,2001,8
"22575",103000619,2002,9
"22576",103000619,2003,10
"22577",103000619,2004,10
"22578",103000619,2005,10
"22579",103000619,2006,10
"22580",103000619,2007,10
"22581",103000619,2008,10
"22582",103000619,2009,10
"22583",103000619,2010,10
"22584",103000619,2011,9
"22585",103000619,2012,8
"22586",103000619,2013,7
"22587",103000619,2014,6
"22625",103000620,2003,6
"22626",103000620,2004,7
"22627",103000620,2005,8
"22628",103000620,2006,9
"22629",103000620,2007,10
"22630",103000620,2008,9
"22631",103000620,2009,9
"22632",103000620,2010,8
"22633",103000620,2011,7
"22634",103000620,2012,6
"22670",103000621,1999,6
"22671",103000621,2000,7
"22672",103000621,2001,8
"22673",103000621,2002,9
"22674",103000621,2003,10
"22675",103000621,2004,10
"22676",103000621,2005,10
"22677",103000621,2006,10
"22678",103000621,2007,10
"22679",103000621,2008,10
"22680",103000621,2009,10
"22681",103000621,2010,10
"22682",103000621,2011,9
"22683",103000621,2012,8
"22684",103000621,2013,7
"22685",103000621,2014,6
"22717",103000622,1997,6
"22718",103000622,1998,7
"22719",103000622,1999,8
"22720",103000622,2000,8
"22721",103000622,2001,9
"22722",103000622,2002,10
"22723",103000622,2003,10
"22724",103000622,2004,10
"22725",103000622,2005,10
"22726",103000622,2006,10
"22727",103000622,2007,10
"22728",103000622,2008,10
"22729",103000622,2009,10
"22730",103000622,2010,10
"22731",103000622,2011,9
"22732",103000622,2012,8
"22733",103000622,2013,7
"22734",103000622,2014,6
"22772",103000623,2003,6
"22773",103000623,2004,7
"22774",103000623,2005,8
"22775",103000623,2006,9
"22776",103000623,2007,10
"22777",103000623,2008,10
"22778",103000623,2009,10
"22779",103000623,2010,10
"22780",103000623,2011,9
"22781",103000623,2012,8
"22782",103000623,2013,7
"22783",103000623,2014,6
"22821",103000624,2003,6
"22822",103000624,2004,7
"22823",103000624,2005,8
"22824",103000624,2006,9
"22825",103000624,2007,10
"22826",103000624,2008,10
"22827",103000624,2009,10
"22828",103000624,2010,10
"22829",103000624,2011,9
"22830",103000624,2012,8
"22831",103000624,2013,7
"22832",103000624,2014,6
"22871",103000625,2004,6
"22872",103000625,2005,7
"22873",103000625,2006,8
"22874",103000625,2007,8
"22875",103000625,2008,7
"22876",103000625,2009,6
"22877",103000625,2010,6
"22905",103000626,1989,6
"22906",103000626,1990,7
"22907",103000626,1991,8
"22908",103000626,1992,9
"22909",103000626,1993,10
"22910",103000626,1994,10
"22911",103000626,1995,10
"22912",103000626,1996,10
"22913",103000626,1997,10
"22914",103000626,1998,10
"22915",103000626,1999,10
"22916",103000626,2000,10
"22917",103000626,2001,10
"22918",103000626,2002,10
"22919",103000626,2003,10
"22920",103000626,2004,10
"22921",103000626,2005,10
"22922",103000626,2006,10
"22923",103000626,2007,10
"22924",103000626,2008,10
"22925",103000626,2009,10
"22926",103000626,2010,10
"22927",103000626,2011,9
"22928",103000626,2012,8
"22929",103000626,2013,7
"22930",103000626,2014,6
"22963",103000627,1998,6
"22964",103000627,1999,7
"22965",103000627,2000,8
"22966",103000627,2001,9
"22967",103000627,2002,10
"22968",103000627,2003,10
"22969",103000627,2004,10
"22970",103000627,2005,10
"22971",103000627,2006,10
"22972",103000627,2007,10
"22973",103000627,2008,10
"22974",103000627,2009,10
"22975",103000627,2010,10
"22976",103000627,2011,9
"22977",103000627,2012,8
"22978",103000627,2013,7
"22979",103000627,2014,6
"23004",103000628,1990,6
"23005",103000628,1991,7
"23006",103000628,1992,8
"23007",103000628,1993,9
"23008",103000628,1994,10
"23009",103000628,1995,10
"23010",103000628,1996,10
"23011",103000628,1997,10
"23012",103000628,1998,10
"23013",103000628,1999,10
"23014",103000628,2000,10
"23015",103000628,2001,10
"23016",103000628,2002,10
"23017",103000628,2003,10
"23018",103000628,2004,10
"23019",103000628,2005,10
"23020",103000628,2006,10
"23021",103000628,2007,10
"23022",103000628,2008,10
"23023",103000628,2009,10
"23024",103000628,2010,10
"23025",103000628,2011,9
"23026",103000628,2012,8
"23027",103000628,2013,7
"23028",103000628,2014,6
"23064",103000629,2001,6
"23065",103000629,2002,7
"23066",103000629,2003,7
"23067",103000629,2004,7
"23068",103000629,2005,8
"23069",103000629,2006,9
"23070",103000629,2007,10
"23071",103000629,2008,10
"23072",103000629,2009,10
"23073",103000629,2010,10
"23074",103000629,2011,9
"23075",103000629,2012,8
"23076",103000629,2013,7
"23077",103000629,2014,6
"23115",103000630,2003,6
"23116",103000630,2004,7
"23117",103000630,2005,8
"23118",103000630,2006,9
"23119",103000630,2007,10
"23120",103000630,2008,10
"23121",103000630,2009,10
"23122",103000630,2010,10
"23123",103000630,2011,9
"23124",103000630,2012,8
"23125",103000630,2013,7
"23126",103000630,2014,6
"23164",103000631,2003,6
"23165",103000631,2004,7
"23166",103000631,2005,8
"23167",103000631,2006,9
"23168",103000631,2007,10
"23169",103000631,2008,10
"23170",103000631,2009,10
"23171",103000631,2010,10
"23172",103000631,2011,9
"23173",103000631,2012,8
"23174",103000631,2013,7
"23175",103000631,2014,6
"23218",103000632,2008,6
"23219",103000632,2009,7
"23220",103000632,2010,7
"23221",103000632,2011,7
"23222",103000632,2012,7
"23223",103000632,2013,6
"23262",103000633,2003,6
"23263",103000633,2004,7
"23264",103000633,2005,8
"23265",103000633,2006,9
"23266",103000633,2007,10
"23267",103000633,2008,10
"23268",103000633,2009,10
"23269",103000633,2010,10
"23270",103000633,2011,9
"23271",103000633,2012,8
"23272",103000633,2013,7
"23273",103000633,2014,6
"23311",103000634,2003,6
"23312",103000634,2004,7
"23313",103000634,2005,8
"23314",103000634,2006,9
"23315",103000634,2007,10
"23316",103000634,2008,10
"23317",103000634,2009,10
"23318",103000634,2010,10
"23319",103000634,2011,9
"23320",103000634,2012,8
"23321",103000634,2013,7
"23322",103000634,2014,6
"23350",103000635,1993,6
"23351",103000635,1994,7
"23352",103000635,1995,8
"23353",103000635,1996,9
"23354",103000635,1997,10
"23355",103000635,1998,10
"23356",103000635,1999,10
"23357",103000635,2000,10
"23358",103000635,2001,10
"23359",103000635,2002,10
"23360",103000635,2003,10
"23361",103000635,2004,10
"23362",103000635,2005,10
"23363",103000635,2006,10
"23364",103000635,2007,10
"23365",103000635,2008,10
"23366",103000635,2009,10
"23367",103000635,2010,10
"23368",103000635,2011,9
"23369",103000635,2012,8
"23370",103000635,2013,7
"23371",103000635,2014,6
"23409",103000636,2003,6
"23410",103000636,2004,7
"23411",103000636,2005,8
"23412",103000636,2006,9
"23413",103000636,2007,10
"23414",103000636,2008,10
"23415",103000636,2009,10
"23416",103000636,2010,10
"23417",103000636,2011,9
"23418",103000636,2012,8
"23419",103000636,2013,7
"23420",103000636,2014,6
"23447",103000637,1992,6
"23448",103000637,1993,7
"23449",103000637,1994,8
"23450",103000637,1995,9
"23451",103000637,1996,10
"23452",103000637,1997,10
"23453",103000637,1998,10
"23454",103000637,1999,10
"23455",103000637,2000,10
"23456",103000637,2001,10
"23457",103000637,2002,10
"23458",103000637,2003,10
"23459",103000637,2004,10
"23460",103000637,2005,10
"23461",103000637,2006,10
"23462",103000637,2007,10
"23463",103000637,2008,10
"23464",103000637,2009,9
"23465",103000637,2010,8
"23466",103000637,2011,7
"23467",103000637,2012,6
"23496",103000638,1992,6
"23497",103000638,1993,7
"23498",103000638,1994,8
"23499",103000638,1995,9
"23500",103000638,1996,10
"23501",103000638,1997,10
"23502",103000638,1998,10
"23503",103000638,1999,10
"23504",103000638,2000,10
"23505",103000638,2001,10
"23506",103000638,2002,10
"23507",103000638,2003,10
"23508",103000638,2004,10
"23509",103000638,2005,10
"23510",103000638,2006,10
"23511",103000638,2007,10
"23512",103000638,2008,10
"23513",103000638,2009,9
"23514",103000638,2010,8
"23515",103000638,2011,7
"23516",103000638,2012,6
"23545",103000640,1992,6
"23546",103000640,1993,7
"23547",103000640,1994,8
"23548",103000640,1995,9
"23549",103000640,1996,10
"23550",103000640,1997,10
"23551",103000640,1998,10
"23552",103000640,1999,10
"23553",103000640,2000,10
"23554",103000640,2001,10
"23555",103000640,2002,10
"23556",103000640,2003,10
"23557",103000640,2004,10
"23558",103000640,2005,10
"23559",103000640,2006,10
"23560",103000640,2007,10
"23561",103000640,2008,10
"23562",103000640,2009,9
"23563",103000640,2010,8
"23564",103000640,2011,7
"23565",103000640,2012,6
"23596",103000641,1994,6
"23597",103000641,1995,7
"23598",103000641,1996,8
"23599",103000641,1997,9
"23600",103000641,1998,10
"23601",103000641,1999,10
"23602",103000641,2000,10
"23603",103000641,2001,10
"23604",103000641,2002,10
"23605",103000641,2003,10
"23606",103000641,2004,10
"23607",103000641,2005,10
"23608",103000641,2006,10
"23609",103000641,2007,10
"23610",103000641,2008,10
"23611",103000641,2009,9
"23612",103000641,2010,8
"23613",103000641,2011,7
"23614",103000641,2012,6
"23643",103000642,1992,6
"23644",103000642,1993,7
"23645",103000642,1994,8
"23646",103000642,1995,9
"23647",103000642,1996,10
"23648",103000642,1997,10
"23649",103000642,1998,10
"23650",103000642,1999,10
"23651",103000642,2000,10
"23652",103000642,2001,10
"23653",103000642,2002,10
"23654",103000642,2003,10
"23655",103000642,2004,10
"23656",103000642,2005,10
"23657",103000642,2006,10
"23658",103000642,2007,10
"23659",103000642,2008,10
"23660",103000642,2009,9
"23661",103000642,2010,8
"23662",103000642,2011,7
"23663",103000642,2012,6
"23692",103000643,1992,6
"23693",103000643,1993,7
"23694",103000643,1994,8
"23695",103000643,1995,9
